	env_package.data.body_site	env_package.data.env_package	env_package.data.sample_name	env_package.id	env_package.name	env_package.type	library.data.file_checksum	library.data.file_name	library.data.investigation_type	library.data.metagenome_id	library.data.metagenome_name	library.data.misc_param	library.data.sample_name	library.data.seq_center	library.data.seq_meth	library.data.seq_model	library.data.seq_url	library.id	library.name	library.type	mixs.biome	mixs.collection_date	mixs.country	mixs.env_package_type	mixs.feature	mixs.latitude	mixs.location	mixs.longitude	mixs.material	mixs.PI_firstname	mixs.PI_lastname	mixs.project_id	mixs.project_name	mixs.seq_method	mixs.sequence_type	project.data.administrative-contact_PI_email	project.data.administrative-contact_PI_organization	project.data.administrative-contact_PI_organization_address	project.data.administrative-contact_PI_organization_country	project.data.administrative-contact_PI_organization_url	project.data.email	project.data.firstname	project.data.lastname	project.data.misc_param	project.data.organization	project.data.organization_address	project.data.organization_country	project.data.organization_url	project.data.PI_email	project.data.PI_firstname	project.data.PI_lastname	project.data.PI_organization	project.data.PI_organization_address	project.data.PI_organization_country	project.data.PI_organization_url	project.data.project_description	project.data.project_funding	project.data.project_name	project.data.project-description_project_description	project.data.project-description_project_name	project.id	project.name	project.public	sample.data.biome	sample.data.collection_date	sample.data.continent	sample.data.country	sample.data.env_package	sample.data.feature	sample.data.host_disease	sample.data.material	sample.data.misc_param	sample.data.sample_name	sample.data.temperature	sample.id	sample.name
mgm4473681.3	Stool	human-gut	SRR063903	mge62669	SRR063903: human-gut	human-gut	c418ce304eed287ae9a3ecd10292327e	SRR063903.fastq	metagenome	4473681.3	SRR063903	SRA023528,SRS022524,SRX025495	SRR063903	J. Craig Venter Institute		454 GS FLX Titanium	http://www.jcvi.org/	mgl62670	SRR063903	WGS	terrestrial biome	2009-01-01	United States of America	human-gut	human-associated habitat				feces	 - 	 - 	mgp385	Human Microbiome Project (HMP)		WGS	HMPinformation@mail.nih.gov	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	 - 	 - 	 - 	SRA024300,SRS049900,SRX027122	 - 	 - 	 - 	 - 	HMPinformation@mail.nih.gov	 - 	 - 	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	NIH	Human Microbiome Project (HMP)	Project for HMP reanalysis	Human Microbiome Project (HMP)	mgp385	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	terrestrial biome	2009-01-01	North America	United States of America	human-gut	human-associated habitat	healthy	feces	SRA023528,SRS022524,SRX025495	SRR063903	37.5	mgs62668	SRR063903
mgm4473683.3	Stool	human-gut	SRR063905	mge62675	SRR063905: human-gut	human-gut	28ac1dced20dc09f3acdbb8cd0f68eea	SRR063905.fastq	metagenome	4473683.3	SRR063905	SRA023529,SRS045645,SRX025496	SRR063905	J. Craig Venter Institute		454 GS FLX Titanium	http://www.jcvi.org/	mgl62676	SRR063905	WGS	terrestrial biome	2009-01-01	United States of America	human-gut	human-associated habitat				feces	 - 	 - 	mgp385	Human Microbiome Project (HMP)		WGS	HMPinformation@mail.nih.gov	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	 - 	 - 	 - 	SRA024300,SRS049900,SRX027122	 - 	 - 	 - 	 - 	HMPinformation@mail.nih.gov	 - 	 - 	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	NIH	Human Microbiome Project (HMP)	Project for HMP reanalysis	Human Microbiome Project (HMP)	mgp385	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	terrestrial biome	2009-01-01	North America	United States of America	human-gut	human-associated habitat	healthy	feces	SRA023529,SRS045645,SRX025496	SRR063905	37.5	mgs62674	SRR063905
mgm4473684.3	Stool	human-gut	SRR063906	mge62678	SRR063906: human-gut	human-gut	5d404e4ecad57a2736e5e7fd6bff867b	SRR063906.fastq	metagenome	4473684.3	SRR063906	SRA023529,SRS045645,SRX025496	SRR063906	J. Craig Venter Institute		454 GS FLX Titanium	http://www.jcvi.org/	mgl62679	SRR063906	WGS	terrestrial biome	2009-01-01	United States of America	human-gut	human-associated habitat				feces	 - 	 - 	mgp385	Human Microbiome Project (HMP)		WGS	HMPinformation@mail.nih.gov	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	 - 	 - 	 - 	SRA024300,SRS049900,SRX027122	 - 	 - 	 - 	 - 	HMPinformation@mail.nih.gov	 - 	 - 	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	NIH	Human Microbiome Project (HMP)	Project for HMP reanalysis	Human Microbiome Project (HMP)	mgp385	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	terrestrial biome	2009-01-01	North America	United States of America	human-gut	human-associated habitat	healthy	feces	SRA023529,SRS045645,SRX025496	SRR063906	37.5	mgs62677	SRR063906
mgm4473686.3	Stool	human-gut	SRR063908	mge62684	SRR063908: human-gut	human-gut	5a97dd70a3845e0658c4b09b3a3e1b34	SRR063908.fastq	metagenome	4473686.3	SRR063908	SRA023530,SRS063040,SRX025497	SRR063908	J. Craig Venter Institute		454 GS FLX Titanium	http://www.jcvi.org/	mgl62685	SRR063908	WGS	terrestrial biome	2009-01-01	United States of America	human-gut	human-associated habitat				feces	 - 	 - 	mgp385	Human Microbiome Project (HMP)		WGS	HMPinformation@mail.nih.gov	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	 - 	 - 	 - 	SRA024300,SRS049900,SRX027122	 - 	 - 	 - 	 - 	HMPinformation@mail.nih.gov	 - 	 - 	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	NIH	Human Microbiome Project (HMP)	Project for HMP reanalysis	Human Microbiome Project (HMP)	mgp385	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	terrestrial biome	2009-01-01	North America	United States of America	human-gut	human-associated habitat	unknown	feces	SRA023530,SRS063040,SRX025497	SRR063908	37.5	mgs62683	SRR063908
mgm4473687.3	Stool	human-gut	SRR063909	mge62687	SRR063909: human-gut	human-gut	c7a2bce3bc7f32d64d6ff878188ab8b9	SRR063909.fastq	metagenome	4473687.3	SRR063909	SRA023530,SRS063040,SRX025497	SRR063909	J. Craig Venter Institute		454 GS FLX Titanium	http://www.jcvi.org/	mgl62688	SRR063909	WGS	terrestrial biome	2009-01-01	United States of America	human-gut	human-associated habitat				feces	 - 	 - 	mgp385	Human Microbiome Project (HMP)		WGS	HMPinformation@mail.nih.gov	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	 - 	 - 	 - 	SRA024300,SRS049900,SRX027122	 - 	 - 	 - 	 - 	HMPinformation@mail.nih.gov	 - 	 - 	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	NIH	Human Microbiome Project (HMP)	Project for HMP reanalysis	Human Microbiome Project (HMP)	mgp385	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	terrestrial biome	2009-01-01	North America	United States of America	human-gut	human-associated habitat	unknown	feces	SRA023530,SRS063040,SRX025497	SRR063909	37.5	mgs62686	SRR063909
mgm4473689.3	Posterior fornix	human-vaginal	SRR063911	mge62693	SRR063911: human-vaginal	human-vaginal	b37669f6954d0cdba2e571341a1a5681	SRR063911.fastq	metagenome	4473689.3	SRR063911	SRA020838,SRS075419,SRX025499	SRR063911	Broad Institute		Illumina Genome Analyzer II	http://www.broadinstitute.org/	mgl62694	SRR063911	WGS	terrestrial biome	2009-01-01	United States of America	human-vaginal	human-associated habitat				mucus	 - 	 - 	mgp385	Human Microbiome Project (HMP)		WGS	HMPinformation@mail.nih.gov	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	 - 	 - 	 - 	SRA024300,SRS049900,SRX027122	 - 	 - 	 - 	 - 	HMPinformation@mail.nih.gov	 - 	 - 	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	NIH	Human Microbiome Project (HMP)	Project for HMP reanalysis	Human Microbiome Project (HMP)	mgp385	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	terrestrial biome	2009-01-01	North America	United States of America	human-vaginal	human-associated habitat	healthy	mucus	SRA020838,SRS075419,SRX025499	SRR063911	37.5	mgs62692	SRR063911
mgm4473690.3	Anterior nares	human-skin	SRR063912	mge62696	SRR063912: human-skin	human-skin	d51e6f865d0cc868c04d261744c2deb9	SRR063912.fastq	metagenome	4473690.3	SRR063912	SRA020838,SRS020386,SRX025500	SRR063912	Broad Institute		Illumina Genome Analyzer II	http://www.broadinstitute.org/	mgl62697	SRR063912	WGS	terrestrial biome	2009-01-01	United States of America	human-skin	human-associated habitat				organic material	 - 	 - 	mgp385	Human Microbiome Project (HMP)		WGS	HMPinformation@mail.nih.gov	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	 - 	 - 	 - 	SRA024300,SRS049900,SRX027122	 - 	 - 	 - 	 - 	HMPinformation@mail.nih.gov	 - 	 - 	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	NIH	Human Microbiome Project (HMP)	Project for HMP reanalysis	Human Microbiome Project (HMP)	mgp385	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	terrestrial biome	2009-01-01	North America	United States of America	human-skin	human-associated habitat	healthy	organic material	SRA020838,SRS020386,SRX025500	SRR063912	37.5	mgs62695	SRR063912
mgm4473692.3	Tongue dorsum	human-oral	SRR063914	mge62702	SRR063914: human-oral	human-oral	3f532b2b1a4c0aed09d61b3193e09a0e	SRR063914.fastq	metagenome	4473692.3	SRR063914	SRA020838,SRS075404,SRX025502	SRR063914	Broad Institute		Illumina Genome Analyzer II	http://www.broadinstitute.org/	mgl62703	SRR063914	WGS	terrestrial biome	2009-01-01	United States of America	human-oral	human-associated habitat				mucus	 - 	 - 	mgp385	Human Microbiome Project (HMP)		WGS	HMPinformation@mail.nih.gov	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	 - 	 - 	 - 	SRA024300,SRS049900,SRX027122	 - 	 - 	 - 	 - 	HMPinformation@mail.nih.gov	 - 	 - 	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	NIH	Human Microbiome Project (HMP)	Project for HMP reanalysis	Human Microbiome Project (HMP)	mgp385	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	terrestrial biome	2009-01-01	North America	United States of America	human-oral	human-associated habitat	healthy	mucus	SRA020838,SRS075404,SRX025502	SRR063914	37.5	mgs62701	SRR063914
mgm4473693.3	Stool	human-gut	SRR063915	mge62705	SRR063915: human-gut	human-gut	412b215a0a1a7636a20710ba3f1777e0	SRR063915.fastq	metagenome	4473693.3	SRR063915	SRA020838,SRS075398,SRX025503	SRR063915	Broad Institute		Illumina Genome Analyzer II	http://www.broadinstitute.org/	mgl62706	SRR063915	WGS	terrestrial biome	2009-01-01	United States of America	human-gut	human-associated habitat				feces	 - 	 - 	mgp385	Human Microbiome Project (HMP)		WGS	HMPinformation@mail.nih.gov	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	 - 	 - 	 - 	SRA024300,SRS049900,SRX027122	 - 	 - 	 - 	 - 	HMPinformation@mail.nih.gov	 - 	 - 	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	NIH	Human Microbiome Project (HMP)	Project for HMP reanalysis	Human Microbiome Project (HMP)	mgp385	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	terrestrial biome	2009-01-01	North America	United States of America	human-gut	human-associated habitat	healthy	feces	SRA020838,SRS075398,SRX025503	SRR063915	37.5	mgs62704	SRR063915
mgm4473695.3	L_Retroauricular crease	human-skin	SRR063917	mge62711	SRR063917: human-skin	human-skin	049d2e17ecfe2e0fa18ef09835154c73	SRR063917.fastq	metagenome	4473695.3	SRR063917	SRA020838,SRS013258,SRX025505	SRR063917	Broad Institute		Illumina Genome Analyzer II	http://www.broadinstitute.org/	mgl62712	SRR063917	WGS	terrestrial biome	2009-01-01	United States of America	human-skin	human-associated habitat				organic material	 - 	 - 	mgp385	Human Microbiome Project (HMP)		WGS	HMPinformation@mail.nih.gov	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	 - 	 - 	 - 	SRA024300,SRS049900,SRX027122	 - 	 - 	 - 	 - 	HMPinformation@mail.nih.gov	 - 	 - 	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	NIH	Human Microbiome Project (HMP)	Project for HMP reanalysis	Human Microbiome Project (HMP)	mgp385	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	terrestrial biome	2009-01-01	North America	United States of America	human-skin	human-associated habitat	healthy	organic material	SRA020838,SRS013258,SRX025505	SRR063917	37.5	mgs62710	SRR063917
mgm4473696.3	Supragingival plaque	human-oral	SRR063918	mge62714	SRR063918: human-oral	human-oral	142ca7310d467f818f594df23d4bd54b	SRR063918.fastq	metagenome	4473696.3	SRR063918	SRA020838,SRS075410,SRX025506	SRR063918	Broad Institute		Illumina Genome Analyzer II	http://www.broadinstitute.org/	mgl62715	SRR063918	WGS	terrestrial biome	2009-01-01	United States of America	human-oral	human-associated habitat				mucus	 - 	 - 	mgp385	Human Microbiome Project (HMP)		WGS	HMPinformation@mail.nih.gov	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	 - 	 - 	 - 	SRA024300,SRS049900,SRX027122	 - 	 - 	 - 	 - 	HMPinformation@mail.nih.gov	 - 	 - 	National Institutes of Health (NIH)	9000 Rockville Pike, Bethesda, Maryland 20892	United States of America	http://www.hmpdacc.org	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	NIH	Human Microbiome Project (HMP)	Project for HMP reanalysis	Human Microbiome Project (HMP)	mgp385	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	terrestrial biome	2009-01-01	North America	United States of America	human-oral	human-associated habitat	unknown	mucus	SRA020838,SRS075410,SRX025506	SRR063918	37.5	mgs62713	SRR063918
